2020/01/02 14:39:27.497        rame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>95
2020/01/02 14:49:28.439 [HOST] <654:Status,All>A2
2020/01/02 14:49:28.442 [HOST] <654:Ack,0>44
2020/01/02 14:49:28.445 [HOST] <654:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:49:29.443 [HOST] <655:Status,All>A3
2020/01/02 14:49:29.446 [HOST] <655:Ack,0>45
2020/01/02 14:49:29.449 [HOST] <655:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:49:30.443 [HOST] <656:Status,All>A4
2020/01/02 14:49:30.446 [HOST] <656:Ack,0>46
2020/01/02 14:49:30.451 [HOST] <656:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CD
2020/01/02 14:49:31.445 [HOST] <657:Status,All>A5
2020/01/02 14:49:31.448 [HOST] <657:Ack,0>47
2020/01/02 14:49:31.451 [HOST] <657:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CE
2020/01/02 14:49:32.447 [HOST] <658:Status,All>A6
2020/01/02 14:49:32.450 [HOST] <658:Ack,0>48
2020/01/02 14:49:32.453 [HOST] <658:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CF
2020/01/02 14:49:33.447 [HOST] <659:Status,All>A7
2020/01/02 14:49:33.450 [HOST] <659:Ack,0>49
2020/01/02 14:49:33.453 [HOST] <659:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D0
2020/01/02 14:49:34.449 [HOST] <660:Status,All>9F
2020/01/02 14:49:34.452 [HOST] <660:Ack,0>41
2020/01/02 14:49:34.455 [HOST] <660:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:49:35.451 [HOST] <661:Status,All>A0
2020/01/02 14:49:35.454 [HOST] <661:Ack,0>42
2020/01/02 14:49:35.457 [HOST] <661:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:49:36.453 [HOST] <662:Status,All>A1
2020/01/02 14:49:36.456 [HOST] <662:Ack,0>43
2020/01/02 14:49:36.459 [HOST] <662:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:49:37.455 [HOST] <663:Status,All>A2
2020/01/02 14:49:37.458 [HOST] <663:Ack,0>44
2020/01/02 14:49:37.462 [HOST] <663:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:49:38.454 [HOST] <664:Status,All>A3
2020/01/02 14:49:38.457 [HOST] <664:Ack,0>45
2020/01/02 14:49:38.460 [HOST] <664:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:49:39.456 [HOST] <665:Status,All>A4
2020/01/02 14:49:39.459 [HOST] <665:Ack,0>46
2020/01/02 14:49:39.462 [HOST] <665:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CD
2020/01/02 14:49:40.459 [HOST] <666:Status,All>A5
2020/01/02 14:49:40.462 [HOST] <666:Ack,0>47
2020/01/02 14:49:40.465 [HOST] <666:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CE
2020/01/02 14:49:41.458 [HOST] <667:Status,All>A6
2020/01/02 14:49:41.461 [HOST] <667:Ack,0>48
2020/01/02 14:49:41.464 [HOST] <667:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CF
2020/01/02 14:49:42.462 [HOST] <668:Status,All>A7
2020/01/02 14:49:42.465 [HOST] <668:Ack,0>49
2020/01/02 14:49:42.468 [HOST] <668:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D0
2020/01/02 14:49:43.461 [HOST] <669:Status,All>A8
2020/01/02 14:49:43.464 [HOST] <669:Ack,0>4A
2020/01/02 14:49:43.467 [HOST] <669:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D1
2020/01/02 14:49:44.463 [HOST] <670:Status,All>A0
2020/01/02 14:49:44.466 [HOST] <670:Ack,0>42
2020/01/02 14:49:44.469 [HOST] <670:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:49:45.465 [HOST] <671:Status,All>A1
2020/01/02 14:49:45.468 [HOST] <671:Ack,0>43
2020/01/02 14:49:45.471 [HOST] <671:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:49:46.466 [HOST] <672:Status,All>A2
2020/01/02 14:49:46.469 [HOST] <672:Ack,0>44
2020/01/02 14:49:46.472 [HOST] <672:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:49:47.467 [HOST] <673:Status,All>A3
2020/01/02 14:49:47.470 [HOST] <673:Ack,0>45
2020/01/02 14:49:47.473 [HOST] <673:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:49:48.468 [HOST] <674:Status,All>A4
2020/01/02 14:49:48.471 [HOST] <674:Ack,0>46
2020/01/02 14:49:48.474 [HOST] <674:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CD
2020/01/02 14:49:49.472 [HOST] <675:Status,All>A5
2020/01/02 14:49:49.475 [HOST] <675:Ack,0>47
2020/01/02 14:49:49.478 [HOST] <675:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CE
2020/01/02 14:49:50.473 [HOST] <676:Status,All>A6
2020/01/02 14:49:50.476 [HOST] <676:Ack,0>48
2020/01/02 14:49:50.480 [HOST] <676:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CF
2020/01/02 14:49:51.475 [HOST] <677:Status,All>A7
2020/01/02 14:49:51.478 [HOST] <677:Ack,0>49
2020/01/02 14:49:51.481 [HOST] <677:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D0
2020/01/02 14:49:52.475 [HOST] <678:Status,All>A8
2020/01/02 14:49:52.478 [HOST] <678:Ack,0>4A
2020/01/02 14:49:52.481 [HOST] <678:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D1
2020/01/02 14:49:53.478 [HOST] <679:Status,All>A9
2020/01/02 14:49:53.481 [HOST] <679:Ack,0>4B
2020/01/02 14:49:53.484 [HOST] <679:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D2
2020/01/02 14:49:54.479 [HOST] <680:Status,All>A1
2020/01/02 14:49:54.482 [HOST] <680:Ack,0>43
2020/01/02 14:49:54.485 [HOST] <680:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:49:55.480 [HOST] <681:Status,All>A2
2020/01/02 14:49:55.483 [HOST] <681:Ack,0>44
2020/01/02 14:49:55.486 [HOST] <681:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:49:56.482 [HOST] <682:Status,All>A3
2020/01/02 14:49:56.485 [HOST] <682:Ack,0>45
2020/01/02 14:49:56.488 [HOST] <682:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:49:57.486 [HOST] <683:Status,All>A4
2020/01/02 14:49:57.490 [HOST] <683:Ack,0>46
2020/01/02 14:49:57.493 [HOST] <683:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CD
2020/01/02 14:49:58.486 [HOST] <684:Status,All>A5
2020/01/02 14:49:58.489 [HOST] <684:Ack,0>47
2020/01/02 14:49:58.492 [HOST] <684:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CE
2020/01/02 14:49:59.486 [HOST] <685:Status,All>A6
2020/01/02 14:49:59.489 [HOST] <685:Ack,0>48
2020/01/02 14:49:59.492 [HOST] <685:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CF
2020/01/02 14:50:00.489 [HOST] <686:Status,All>A7
2020/01/02 14:50:00.492 [HOST] <686:Ack,0>49
2020/01/02 14:50:00.495 [HOST] <686:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D0
2020/01/02 14:50:01.490 [HOST] <687:Status,All>A8
2020/01/02 14:50:01.493 [HOST] <687:Ack,0>4A
2020/01/02 14:50:01.496 [HOST] <687:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D1
2020/01/02 14:50:02.492 [HOST] <688:Status,All>A9
2020/01/02 14:50:02.495 [HOST] <688:Ack,0>4B
2020/01/02 14:50:02.498 [HOST] <688:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D2
2020/01/02 14:50:03.493 [HOST] <689:Status,All>AA
2020/01/02 14:50:03.496 [HOST] <689:Ack,0>4C
2020/01/02 14:50:03.499 [HOST] <689:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D3
2020/01/02 14:50:04.495 [HOST] <690:Status,All>A2
2020/01/02 14:50:04.498 [HOST] <690:Ack,0>44
2020/01/02 14:50:04.501 [HOST] <690:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:50:05.497 [HOST] <691:Status,All>A3
2020/01/02 14:50:05.500 [HOST] <691:Ack,0>45
2020/01/02 14:50:05.503 [HOST] <691:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:50:06.499 [HOST] <692:Status,All>A4
2020/01/02 14:50:06.502 [HOST] <692:Ack,0>46
2020/01/02 14:50:06.505 [HOST] <692:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CD
2020/01/02 14:50:07.499 [HOST] <693:Status,All>A5
2020/01/02 14:50:07.502 [HOST] <693:Ack,0>47
2020/01/02 14:50:07.505 [HOST] <693:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CE
2020/01/02 14:50:08.501 [HOST] <694:Status,All>A6
2020/01/02 14:50:08.504 [HOST] <694:Ack,0>48
2020/01/02 14:50:08.507 [HOST] <694:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CF
2020/01/02 14:50:09.505 [HOST] <695:Status,All>A7
2020/01/02 14:50:09.508 [HOST] <695:Ack,0>49
2020/01/02 14:50:09.511 [HOST] <695:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D0
2020/01/02 14:50:10.505 [HOST] <696:Status,All>A8
2020/01/02 14:50:10.508 [HOST] <696:Ack,0>4A
2020/01/02 14:50:10.512 [HOST] <696:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D1
2020/01/02 14:50:11.506 [HOST] <697:Status,All>A9
2020/01/02 14:50:11.509 [HOST] <697:Ack,0>4B
2020/01/02 14:50:11.512 [HOST] <697:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORais
2020/01/02 14:50:11.512        ed:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D2
2020/01/02 14:50:12.507 [HOST] <698:Status,All>AA
2020/01/02 14:50:12.510 [HOST] <698:Ack,0>4C
2020/01/02 14:50:12.513 [HOST] <698:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>D3
2020/01/02 14:50:13.509 [HOST] <699:Status,All>AB
2020/01/02 14:50:13.512 [HOST] <699:Ack,0>4D
